Region,State,District,Year,Quarter,Registered_user,App_opening,Latitude,Longitude
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2018,Q1,632,0,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2018,Q1,5846,0,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2018,Q1,262,0,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2018,Q2,911,0,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2018,Q2,8143,0,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2018,Q2,351,0,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2018,Q3,1208,0,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2018,Q3,10474,0,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2018,Q3,467,0,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2018,Q4,1553,0,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2018,Q4,13133,0,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2018,Q4,536,0,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2019,Q1,2013,0,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2019,Q1,15961,0,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2019,Q1,622,0,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2019,Q2,2417,6118,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2019,Q2,18621,43569,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2019,Q2,693,2953,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2019,Q3,2662,22064,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2019,Q3,20518,138190,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2019,Q3,751,10853,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2019,Q4,2955,26253,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2019,Q4,22202,139646,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2019,Q4,803,11113,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2020,Q1,3315,30444,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2020,Q1,24174,151529,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2020,Q1,879,11613,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2020,Q2,4100,56992,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2020,Q2,27626,231071,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2020,Q2,984,17009,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2020,Q3,5355,76553,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2020,Q3,34833,417785,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2020,Q3,1147,21227,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2020,Q4,7076,125915,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2020,Q4,43908,725321,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2020,Q4,1412,35972,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2021,Q1,7833,121680,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2021,Q1,48352,837589,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2021,Q1,1573,45067,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2021,Q2,8493,596182,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2021,Q2,51903,1270226,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2021,Q2,1699,381815,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2021,Q3,9263,759314,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2021,Q3,55873,1771107,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2021,Q3,1846,591204,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2021,Q4,10002,171921,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2021,Q4,59807,1863037,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2021,Q4,1971,77952,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2022,Q1,10720,904869,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2022,Q1,63487,2368756,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2022,Q1,2081,573782,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2022,Q2,11379,963824,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2022,Q2,66959,3404740,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2022,Q2,2192,811449,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2022,Q3,11897,1176567,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2022,Q3,70445,3607286,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2022,Q3,2300,1284501,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2022,Q4,12361,313502,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2022,Q4,73692,3881359,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2022,Q4,2389,159232,7.0000167,93.81105282
Southern Region,Andhra Pradesh,East Godavari,2018,Q1,350356,0,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2018,Q1,143839,0,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2018,Q1,497187,0,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2018,Q1,189949,0,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2018,Q1,241192,0,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2018,Q1,240133,0,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2018,Q1,317065,0,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2018,Q1,323673,0,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2018,Q1,194475,0,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2018,Q1,128905,0,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2018,Q1,186800,0,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2018,Q1,213335,0,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2018,Q1,309541,0,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2018,Q2,454398,0,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2018,Q2,186913,0,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2018,Q2,636052,0,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2018,Q2,253458,0,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2018,Q2,326383,0,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2018,Q2,319313,0,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2018,Q2,420326,0,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2018,Q2,431965,0,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2018,Q2,261049,0,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2018,Q2,167327,0,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2018,Q2,248657,0,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2018,Q2,282393,0,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2018,Q2,414306,0,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2018,Q3,558982,0,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2018,Q3,228456,0,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2018,Q3,769096,0,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2018,Q3,314899,0,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2018,Q3,405855,0,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2018,Q3,394311,0,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2018,Q3,518931,0,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2018,Q3,537086,0,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2018,Q3,322446,0,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2018,Q3,203655,0,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2018,Q3,308391,0,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2018,Q3,349782,0,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2018,Q3,515727,0,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2018,Q4,694455,0,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2018,Q4,284874,0,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2018,Q4,978288,0,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2018,Q4,394962,0,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2018,Q4,510892,0,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2018,Q4,498582,0,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2018,Q4,659552,0,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2018,Q4,682479,0,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2018,Q4,407495,0,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2018,Q4,257824,0,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2018,Q4,387058,0,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2018,Q4,435668,0,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2018,Q4,665280,0,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2019,Q1,839277,0,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2019,Q1,345775,0,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2019,Q1,1174517,0,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2019,Q1,474260,0,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2019,Q1,612162,0,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2019,Q1,599422,0,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2019,Q1,802394,0,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2019,Q1,833694,0,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2019,Q1,491908,0,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2019,Q1,313334,0,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2019,Q1,460590,0,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2019,Q1,523372,0,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2019,Q1,812314,0,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2019,Q2,945181,7156762,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2019,Q2,392764,3230330,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2019,Q2,1318740,13681907,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2019,Q2,539462,4488365,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2019,Q2,695114,6056591,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2019,Q2,680118,6240480,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2019,Q2,915256,7268875,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2019,Q2,952300,7822632,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2019,Q2,558303,4774473,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2019,Q2,355058,3541678,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2019,Q2,519031,4345848,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2019,Q2,592185,3853094,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2019,Q2,925491,8914216,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2019,Q3,1057167,28275322,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2019,Q3,437939,11813195,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2019,Q3,1460464,54836001,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2019,Q3,598568,16267041,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2019,Q3,773656,22845084,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2019,Q3,755024,22827473,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2019,Q3,1026418,28477132,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2019,Q3,1066546,30077671,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2019,Q3,619592,17768733,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2019,Q3,394375,13065845,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2019,Q3,574109,15833900,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2019,Q3,662102,14227407,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2019,Q3,1032733,34638738,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2019,Q4,1195228,38299189,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2019,Q4,496266,16353822,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2019,Q4,1620235,70749983,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2019,Q4,673522,21639748,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2019,Q4,873033,30278539,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2019,Q4,846885,29676997,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2019,Q4,1158708,37846179,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2019,Q4,1199971,39407473,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2019,Q4,697154,23608360,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2019,Q4,443810,17515311,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2019,Q4,646642,21543798,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2019,Q4,750078,19393528,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2019,Q4,1156351,44888591,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2020,Q1,1329664,46142746,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2020,Q1,552007,20975989,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2020,Q1,1763581,77558624,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2020,Q1,748655,26870693,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2020,Q1,971850,36900103,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2020,Q1,936293,34198350,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2020,Q1,1289678,45282758,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2020,Q1,1331602,46079408,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2020,Q1,775440,28879364,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2020,Q1,490683,21562104,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2020,Q1,717865,26166193,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2020,Q1,843835,24542868,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2020,Q1,1270907,51354573,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2020,Q2,1459116,45884498,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2020,Q2,608002,23808009,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2020,Q2,1904719,69684456,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2020,Q2,830709,32255276,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2020,Q2,1076953,39704703,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2020,Q2,1035093,36268390,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2020,Q2,1426271,44267596,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2020,Q2,1459041,41234166,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2020,Q2,854459,30816403,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2020,Q2,537798,24370380,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2020,Q2,796769,29644037,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2020,Q2,944829,26583613,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2020,Q2,1385916,49820171,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2020,Q3,1601940,64292857,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2020,Q3,667858,31794753,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2020,Q3,2058346,102589371,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2020,Q3,915240,44970519,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2020,Q3,1186851,55714787,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2020,Q3,1132240,49164718,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2020,Q3,1567595,62427501,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2020,Q3,1599289,61028114,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2020,Q3,937176,43951448,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2020,Q3,587784,31199437,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2020,Q3,877909,41578067,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2020,Q3,1053674,38126238,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2020,Q3,1506503,69462572,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2020,Q4,1746280,82605352,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2020,Q4,726761,36770992,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2020,Q4,2209658,124730170,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2020,Q4,999462,52839846,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2020,Q4,1295872,69562398,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2020,Q4,1230466,60615045,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2020,Q4,1712940,81291172,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2020,Q4,1744028,81787771,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2020,Q4,1022944,54765443,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2020,Q4,634462,35110885,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2020,Q4,959182,49596303,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2020,Q4,1163179,51170162,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2020,Q4,1631331,88232999,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2021,Q1,1878769,91478749,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2021,Q1,782604,40590058,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2021,Q1,2368081,135908324,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2021,Q1,1075936,56911479,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2021,Q1,1394849,73375049,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2021,Q1,1323411,65326230,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2021,Q1,1843237,92731167,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2021,Q1,1876458,92941553,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2021,Q1,1100541,60691988,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2021,Q1,681621,37752539,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2021,Q1,1032689,53525815,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2021,Q1,1254117,57392671,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2021,Q1,1751420,99083825,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2021,Q2,2006272,84705076,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2021,Q2,837958,43740255,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2021,Q2,2526830,114313154,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2021,Q2,1151232,76850749,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2021,Q2,1492738,104568606,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2021,Q2,1415585,81894678,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2021,Q2,1968681,88248064,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2021,Q2,2002662,85771678,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2021,Q2,1176334,74049216,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2021,Q2,729509,42684475,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2021,Q2,1103004,72255265,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2021,Q2,1339377,65118788,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2021,Q2,1870723,110505432,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2021,Q3,2150622,103626560,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2021,Q3,902008,48622126,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2021,Q3,2707931,139540800,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2021,Q3,1239147,91533813,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2021,Q3,1606735,124985545,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2021,Q3,1522196,101210508,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2021,Q3,2110878,106621413,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2021,Q3,2145423,104358295,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2021,Q3,1263550,90102349,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2021,Q3,784444,46277311,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2021,Q3,1183377,86369956,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2021,Q3,1436576,80244808,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2021,Q3,2007011,135043395,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2021,Q4,2294347,142536856,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2021,Q4,965335,61654215,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2021,Q4,2888774,188757640,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2021,Q4,1325728,86410317,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2021,Q4,1719437,120768682,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2021,Q4,1628242,97379271,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2021,Q4,2252443,130920743,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2021,Q4,2288148,134436469,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2021,Q4,1349290,90814672,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2021,Q4,839606,56101822,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2021,Q4,1262963,83534122,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2021,Q4,1532898,100007280,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2021,Q4,2141818,154395512,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2022,Q1,2432305,87134562,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2022,Q1,1027283,46691467,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2022,Q1,3061324,88803090,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2022,Q1,1408929,104851997,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2022,Q1,1827094,155792533,14.6546235,77.55625984
Southern Region,Andhra Pradesh,Kurnool,2022,Q1,1729513,119653214,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Guntur,2022,Q1,2387051,88844052,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2022,Q1,2423373,85871644,16.21399145,81.02572814
Southern Region,Andhra Pradesh,Nellore,2022,Q1,1431664,101671767,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2022,Q1,892889,44804002,18.1120819,83.40521962
Southern Region,Andhra Pradesh,YSR Kadapa,2022,Q1,1339782,98878499,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2022,Q1,1626039,87642475,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Chittoor,2022,Q1,2270705,144146671,13.1601048,79.15555062
Southern Region,Andhra Pradesh,East Godavari,2022,Q2,2564165,93383888,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2022,Q2,1086164,51087942,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Visakhapatnam,2022,Q2,3226029,93552701,17.7231276,83.3012842
