Region,State,District,Year,Quarter,Registered_user,App_opening,Latitude,Longitude
Central Region,Madhya Pradesh,Satna,2018,Q3,103407,0,24.5,81.0
Central Region,Madhya Pradesh,Narsinghpur,2018,Q3,64578,0,22.9467047,79.1980228
Central Region,Madhya Pradesh,Jabalpur,2018,Q3,193535,0,23.1608938,79.9497702
Central Region,Madhya Pradesh,Hoshangabad,2018,Q3,84713,0,22.6503147,77.7509281
Central Region,Madhya Pradesh,Vidisha,2018,Q3,76590,0,23.5225788,77.8148001
Central Region,Madhya Pradesh,Balaghat,2018,Q3,68079,0,21.966667,80.333333
Central Region,Madhya Pradesh,Singrauli,2018,Q3,73175,0,24.1974432,82.6661453
Central Region,Madhya Pradesh,Betul,2018,Q3,83041,0,21.8796162,77.87568125
Central Region,Madhya Pradesh,Sidhi,2018,Q3,35518,0,24.25,82.0
Central Region,Madhya Pradesh,Datia,2018,Q3,30483,0,25.75,78.5
Central Region,Madhya Pradesh,Dewas,2018,Q3,105774,0,23.0,76.166667
Central Region,Madhya Pradesh,Sheopur,2018,Q3,17723,0,25.6656611,76.6954843
Central Region,Madhya Pradesh,Neemuch,2018,Q3,47901,0,24.63055165,75.18297915
Central Region,Madhya Pradesh,Raisen,2018,Q3,78648,0,23.25,78.083333
Central Region,Madhya Pradesh,Mandsaur,2018,Q3,73577,0,24.2627979,75.38588023
Central Region,Madhya Pradesh,Barwani,2018,Q3,29421,0,22.0333621,74.8978374
Central Region,Madhya Pradesh,Katni,2018,Q3,49748,0,23.8339621,80.392456
Central Region,Madhya Pradesh,Dindori,2018,Q3,12903,0,22.90736865,80.8851143
Central Region,Madhya Pradesh,Shivpuri,2018,Q3,47616,0,25.37524125,77.82811933
Central Region,Madhya Pradesh,Gwalior,2018,Q3,236305,0,26.2037247,78.1573628
Central Region,Madhya Pradesh,Anuppur,2018,Q3,32188,0,23.03525965,81.38844385
Central Region,Madhya Pradesh,Agar Malwa,2018,Q3,22143,0,23.9342963,76.14523314
Central Region,Madhya Pradesh,Ashoknagar,2018,Q3,30102,0,24.576189,77.7302895
Central Region,Madhya Pradesh,Sagar,2018,Q3,128283,0,23.80961225,78.75911361
Central Region,Madhya Pradesh,Niwari,2018,Q3,12173,0,25.368728,78.80943
Central Region,Madhya Pradesh,Rewa,2018,Q3,125803,0,24.756718,81.65493469
Central Region,Madhya Pradesh,Shajapur,2018,Q3,52686,0,23.37074105,76.62051527
Central Region,Madhya Pradesh,Ujjain,2018,Q3,143770,0,23.1885131,75.7716562
Central Region,Madhya Pradesh,Bhind,2018,Q3,61906,0,26.5,78.75
Central Region,Madhya Pradesh,Tikamgarh,2018,Q3,28168,0,24.85577805,79.04706347
Central Region,Madhya Pradesh,Seoni,2018,Q3,51561,0,22.2758789,79.72104465
Central Region,Madhya Pradesh,Harda,2018,Q3,30835,0,22.3388828,77.0929933
Central Region,Madhya Pradesh,Burhanpur,2018,Q3,28441,0,21.3118839,76.2291992
Central Region,Madhya Pradesh,Damoh,2018,Q3,42032,0,23.75,79.583333
Central Region,Madhya Pradesh,Bhopal,2018,Q3,474192,0,23.2584857,77.401989
Central Region,Madhya Pradesh,Jhabua,2018,Q3,18084,0,22.88585225,74.72513369
Central Region,Madhya Pradesh,Dhar,2018,Q3,110726,0,22.5,75.25
Central Region,Madhya Pradesh,Guna,2018,Q3,67630,0,24.5,77.5
Central Region,Madhya Pradesh,East Nimar,2018,Q3,50390,0,21.924402,76.600246
Central Region,Madhya Pradesh,Chhindwara,2018,Q3,109266,0,22.13983105,78.80964495
Central Region,Madhya Pradesh,Umaria,2018,Q3,20386,0,23.64319305,80.94239522
Central Region,Madhya Pradesh,Mandla,2018,Q3,25522,0,22.68536625,80.58150562
Central Region,Madhya Pradesh,Indore,2018,Q3,585621,0,22.7203616,75.8681996
Central Region,Madhya Pradesh,Shahdol,2018,Q3,45154,0,23.3002343,81.364771
Central Region,Madhya Pradesh,Ratlam,2018,Q3,85431,0,23.502187,74.95397841
Central Region,Madhya Pradesh,Panna,2018,Q3,24008,0,24.5,80.25
Central Region,Madhya Pradesh,Chhatarpur,2018,Q3,60318,0,24.75,79.75
Central Region,Madhya Pradesh,Morena,2018,Q4,95267,0,26.166667,77.5
Central Region,Madhya Pradesh,Alirajpur,2018,Q4,10442,0,22.28593955,74.35389643
Central Region,Madhya Pradesh,Sehore,2018,Q4,125974,0,23.1156882,77.06623939
Central Region,Madhya Pradesh,Rajgarh,2018,Q4,88511,0,23.87167135,76.7748902
Central Region,Madhya Pradesh,Khargone,2018,Q4,91189,0,21.825599,75.614182
Central Region,Madhya Pradesh,Satna,2018,Q4,133865,0,24.5,81.0
Central Region,Madhya Pradesh,Narsinghpur,2018,Q4,80034,0,22.9467047,79.1980228
Central Region,Madhya Pradesh,Jabalpur,2018,Q4,248495,0,23.1608938,79.9497702
Central Region,Madhya Pradesh,Hoshangabad,2018,Q4,104621,0,22.6503147,77.7509281
Central Region,Madhya Pradesh,Vidisha,2018,Q4,95544,0,23.5225788,77.8148001
Central Region,Madhya Pradesh,Balaghat,2018,Q4,88279,0,21.966667,80.333333
Central Region,Madhya Pradesh,Singrauli,2018,Q4,90217,0,24.1974432,82.6661453
Central Region,Madhya Pradesh,Betul,2018,Q4,103060,0,21.8796162,77.87568125
Central Region,Madhya Pradesh,Sidhi,2018,Q4,46218,0,24.25,82.0
Central Region,Madhya Pradesh,Datia,2018,Q4,39314,0,25.75,78.5
Central Region,Madhya Pradesh,Dewas,2018,Q4,129719,0,23.0,76.166667
Central Region,Madhya Pradesh,Sheopur,2018,Q4,22653,0,25.6656611,76.6954843
Central Region,Madhya Pradesh,Neemuch,2018,Q4,59043,0,24.63055165,75.18297915
Central Region,Madhya Pradesh,Raisen,2018,Q4,97966,0,23.25,78.083333
Central Region,Madhya Pradesh,Mandsaur,2018,Q4,91133,0,24.2627979,75.38588023
Central Region,Madhya Pradesh,Barwani,2018,Q4,37607,0,22.0333621,74.8978374
Central Region,Madhya Pradesh,Katni,2018,Q4,65040,0,23.8339621,80.392456
Central Region,Madhya Pradesh,Dindori,2018,Q4,17502,0,22.90736865,80.8851143
Central Region,Madhya Pradesh,Shivpuri,2018,Q4,60316,0,25.37524125,77.82811933
Central Region,Madhya Pradesh,Gwalior,2018,Q4,284894,0,26.2037247,78.1573628
Central Region,Madhya Pradesh,Anuppur,2018,Q4,41252,0,23.03525965,81.38844385
Central Region,Madhya Pradesh,Agar Malwa,2018,Q4,27331,0,23.9342963,76.14523314
Central Region,Madhya Pradesh,Ashoknagar,2018,Q4,37390,0,24.576189,77.7302895
Central Region,Madhya Pradesh,Sagar,2018,Q4,162788,0,23.80961225,78.75911361
Central Region,Madhya Pradesh,Niwari,2018,Q4,15512,0,25.368728,78.80943
Central Region,Madhya Pradesh,Rewa,2018,Q4,160024,0,24.756718,81.65493469
Central Region,Madhya Pradesh,Shajapur,2018,Q4,64217,0,23.37074105,76.62051527
Central Region,Madhya Pradesh,Ujjain,2018,Q4,177894,0,23.1885131,75.7716562
Central Region,Madhya Pradesh,Bhind,2018,Q4,78871,0,26.5,78.75
Central Region,Madhya Pradesh,Tikamgarh,2018,Q4,36395,0,24.85577805,79.04706347
Central Region,Madhya Pradesh,Seoni,2018,Q4,66772,0,22.2758789,79.72104465
Central Region,Madhya Pradesh,Harda,2018,Q4,37692,0,22.3388828,77.0929933
Central Region,Madhya Pradesh,Burhanpur,2018,Q4,35494,0,21.3118839,76.2291992
Central Region,Madhya Pradesh,Damoh,2018,Q4,52293,0,23.75,79.583333
Central Region,Madhya Pradesh,Bhopal,2018,Q4,571518,0,23.2584857,77.401989
Central Region,Madhya Pradesh,Jhabua,2018,Q4,23354,0,22.88585225,74.72513369
Central Region,Madhya Pradesh,Dhar,2018,Q4,137501,0,22.5,75.25
Central Region,Madhya Pradesh,Guna,2018,Q4,83686,0,24.5,77.5
Central Region,Madhya Pradesh,East Nimar,2018,Q4,62581,0,21.924402,76.600246
Central Region,Madhya Pradesh,Chhindwara,2018,Q4,139301,0,22.13983105,78.80964495
Central Region,Madhya Pradesh,Umaria,2018,Q4,26096,0,23.64319305,80.94239522
Central Region,Madhya Pradesh,Mandla,2018,Q4,34894,0,22.68536625,80.58150562
Central Region,Madhya Pradesh,Indore,2018,Q4,712479,0,22.7203616,75.8681996
Central Region,Madhya Pradesh,Shahdol,2018,Q4,58381,0,23.3002343,81.364771
Central Region,Madhya Pradesh,Ratlam,2018,Q4,104855,0,23.502187,74.95397841
Central Region,Madhya Pradesh,Panna,2018,Q4,31291,0,24.5,80.25
Central Region,Madhya Pradesh,Chhatarpur,2018,Q4,78677,0,24.75,79.75
Central Region,Madhya Pradesh,Morena,2019,Q1,113900,0,26.166667,77.5
Central Region,Madhya Pradesh,Alirajpur,2019,Q1,13122,0,22.28593955,74.35389643
Central Region,Madhya Pradesh,Sehore,2019,Q1,149925,0,23.1156882,77.06623939
Central Region,Madhya Pradesh,Rajgarh,2019,Q1,106743,0,23.87167135,76.7748902
Central Region,Madhya Pradesh,Khargone,2019,Q1,109408,0,21.825599,75.614182
Central Region,Madhya Pradesh,Satna,2019,Q1,160954,0,24.5,81.0
Central Region,Madhya Pradesh,Narsinghpur,2019,Q1,95833,0,22.9467047,79.1980228
Central Region,Madhya Pradesh,Jabalpur,2019,Q1,295042,0,23.1608938,79.9497702
Central Region,Madhya Pradesh,Hoshangabad,2019,Q1,123858,0,22.6503147,77.7509281
Central Region,Madhya Pradesh,Vidisha,2019,Q1,112602,0,23.5225788,77.8148001
Central Region,Madhya Pradesh,Balaghat,2019,Q1,108073,0,21.966667,80.333333
Central Region,Madhya Pradesh,Singrauli,2019,Q1,107427,0,24.1974432,82.6661453
Central Region,Madhya Pradesh,Betul,2019,Q1,122961,0,21.8796162,77.87568125
Central Region,Madhya Pradesh,Sidhi,2019,Q1,55922,0,24.25,82.0
Central Region,Madhya Pradesh,Datia,2019,Q1,46221,0,25.75,78.5
Central Region,Madhya Pradesh,Dewas,2019,Q1,155786,0,23.0,76.166667
Central Region,Madhya Pradesh,Sheopur,2019,Q1,27456,0,25.6656611,76.6954843
Central Region,Madhya Pradesh,Neemuch,2019,Q1,72918,0,24.63055165,75.18297915
Central Region,Madhya Pradesh,Raisen,2019,Q1,117214,0,23.25,78.083333
Central Region,Madhya Pradesh,Mandsaur,2019,Q1,112086,0,24.2627979,75.38588023
Central Region,Madhya Pradesh,Barwani,2019,Q1,46138,0,22.0333621,74.8978374
Central Region,Madhya Pradesh,Katni,2019,Q1,79580,0,23.8339621,80.392456
Central Region,Madhya Pradesh,Dindori,2019,Q1,22197,0,22.90736865,80.8851143
Central Region,Madhya Pradesh,Shivpuri,2019,Q1,73259,0,25.37524125,77.82811933
Central Region,Madhya Pradesh,Gwalior,2019,Q1,331504,0,26.2037247,78.1573628
Central Region,Madhya Pradesh,Anuppur,2019,Q1,49988,0,23.03525965,81.38844385
Central Region,Madhya Pradesh,Agar Malwa,2019,Q1,33425,0,23.9342963,76.14523314
Central Region,Madhya Pradesh,Ashoknagar,2019,Q1,44386,0,24.576189,77.7302895
Central Region,Madhya Pradesh,Sagar,2019,Q1,194467,0,23.80961225,78.75911361
Central Region,Madhya Pradesh,Niwari,2019,Q1,19076,0,25.368728,78.80943
Central Region,Madhya Pradesh,Rewa,2019,Q1,188803,0,24.756718,81.65493469
Central Region,Madhya Pradesh,Shajapur,2019,Q1,76924,0,23.37074105,76.62051527
Central Region,Madhya Pradesh,Ujjain,2019,Q1,214818,0,23.1885131,75.7716562
Central Region,Madhya Pradesh,Bhind,2019,Q1,94313,0,26.5,78.75
Central Region,Madhya Pradesh,Tikamgarh,2019,Q1,44716,0,24.85577805,79.04706347
Central Region,Madhya Pradesh,Seoni,2019,Q1,82398,0,22.2758789,79.72104465
Central Region,Madhya Pradesh,Harda,2019,Q1,43995,0,22.3388828,77.0929933
Central Region,Madhya Pradesh,Burhanpur,2019,Q1,42152,0,21.3118839,76.2291992
Central Region,Madhya Pradesh,Damoh,2019,Q1,62435,0,23.75,79.583333
Central Region,Madhya Pradesh,Bhopal,2019,Q1,670417,0,23.2584857,77.401989
Central Region,Madhya Pradesh,Jhabua,2019,Q1,29064,0,22.88585225,74.72513369
Central Region,Madhya Pradesh,Dhar,2019,Q1,166663,0,22.5,75.25
Central Region,Madhya Pradesh,Guna,2019,Q1,98816,0,24.5,77.5
Central Region,Madhya Pradesh,East Nimar,2019,Q1,75806,0,21.924402,76.600246
Central Region,Madhya Pradesh,Chhindwara,2019,Q1,168633,0,22.13983105,78.80964495
Central Region,Madhya Pradesh,Umaria,2019,Q1,31962,0,23.64319305,80.94239522
Central Region,Madhya Pradesh,Mandla,2019,Q1,44325,0,22.68536625,80.58150562
Central Region,Madhya Pradesh,Indore,2019,Q1,844465,0,22.7203616,75.8681996
Central Region,Madhya Pradesh,Shahdol,2019,Q1,71433,0,23.3002343,81.364771
Central Region,Madhya Pradesh,Ratlam,2019,Q1,127023,0,23.502187,74.95397841
Central Region,Madhya Pradesh,Panna,2019,Q1,38426,0,24.5,80.25
Central Region,Madhya Pradesh,Chhatarpur,2019,Q1,95345,0,24.75,79.75
Central Region,Madhya Pradesh,Morena,2019,Q2,130988,777753,26.166667,77.5
Central Region,Madhya Pradesh,Alirajpur,2019,Q2,15642,75803,22.28593955,74.35389643
Central Region,Madhya Pradesh,Sehore,2019,Q2,168843,1607496,23.1156882,77.06623939
Central Region,Madhya Pradesh,Rajgarh,2019,Q2,122223,914718,23.87167135,76.7748902
Central Region,Madhya Pradesh,Khargone,2019,Q2,126108,754539,21.825599,75.614182
Central Region,Madhya Pradesh,Satna,2019,Q2,182176,1103731,24.5,81.0
Central Region,Madhya Pradesh,Narsinghpur,2019,Q2,108271,651430,22.9467047,79.1980228
Central Region,Madhya Pradesh,Jabalpur,2019,Q2,336963,1955565,23.1608938,79.9497702
Central Region,Madhya Pradesh,Hoshangabad,2019,Q2,139812,794980,22.6503147,77.7509281
Central Region,Madhya Pradesh,Vidisha,2019,Q2,127894,871790,23.5225788,77.8148001
Central Region,Madhya Pradesh,Balaghat,2019,Q2,124374,842881,21.966667,80.333333
Central Region,Madhya Pradesh,Singrauli,2019,Q2,118756,944546,24.1974432,82.6661453
Central Region,Madhya Pradesh,Betul,2019,Q2,139098,864376,21.8796162,77.87568125
Central Region,Madhya Pradesh,Sidhi,2019,Q2,63838,424569,24.25,82.0
Central Region,Madhya Pradesh,Datia,2019,Q2,51973,290545,25.75,78.5
Central Region,Madhya Pradesh,Dewas,2019,Q2,177137,1331142,23.0,76.166667
Central Region,Madhya Pradesh,Sheopur,2019,Q2,31903,184994,25.6656611,76.6954843
Central Region,Madhya Pradesh,Neemuch,2019,Q2,83550,500354,24.63055165,75.18297915
Central Region,Madhya Pradesh,Raisen,2019,Q2,132559,971165,23.25,78.083333
Central Region,Madhya Pradesh,Mandsaur,2019,Q2,128631,773359,24.2627979,75.38588023
Central Region,Madhya Pradesh,Barwani,2019,Q2,54556,277619,22.0333621,74.8978374
Central Region,Madhya Pradesh,Katni,2019,Q2,92245,527269,23.8339621,80.392456
Central Region,Madhya Pradesh,Dindori,2019,Q2,26511,200672,22.90736865,80.8851143
Central Region,Madhya Pradesh,Shivpuri,2019,Q2,86583,501054,25.37524125,77.82811933
Central Region,Madhya Pradesh,Gwalior,2019,Q2,373367,2306557,26.2037247,78.1573628
Central Region,Madhya Pradesh,Anuppur,2019,Q2,56658,377803,23.03525965,81.38844385
Central Region,Madhya Pradesh,Agar Malwa,2019,Q2,38600,292056,23.9342963,76.14523314
Central Region,Madhya Pradesh,Ashoknagar,2019,Q2,50062,279455,24.576189,77.7302895
Central Region,Madhya Pradesh,Sagar,2019,Q2,219328,1334316,23.80961225,78.75911361
Central Region,Madhya Pradesh,Niwari,2019,Q2,22172,132750,25.368728,78.80943
Central Region,Madhya Pradesh,Rewa,2019,Q2,211420,1287270,24.756718,81.65493469
Central Region,Madhya Pradesh,Shajapur,2019,Q2,87512,629192,23.37074105,76.62051527
Central Region,Madhya Pradesh,Ujjain,2019,Q2,247033,1607376,23.1885131,75.7716562
Central Region,Madhya Pradesh,Bhind,2019,Q2,109406,631202,26.5,78.75
Central Region,Madhya Pradesh,Tikamgarh,2019,Q2,51785,327273,24.85577805,79.04706347
Central Region,Madhya Pradesh,Seoni,2019,Q2,95004,627785,22.2758789,79.72104465
Central Region,Madhya Pradesh,Harda,2019,Q2,49716,277928,22.3388828,77.0929933
Central Region,Madhya Pradesh,Burhanpur,2019,Q2,47659,216546,21.3118839,76.2291992
Central Region,Madhya Pradesh,Damoh,2019,Q2,70868,405290,23.75,79.583333
Central Region,Madhya Pradesh,Bhopal,2019,Q2,756839,7697255,23.2584857,77.401989
Central Region,Madhya Pradesh,Jhabua,2019,Q2,34299,183947,22.88585225,74.72513369
Central Region,Madhya Pradesh,Dhar,2019,Q2,190659,1306926,22.5,75.25
Central Region,Madhya Pradesh,Guna,2019,Q2,112899,675382,24.5,77.5
Central Region,Madhya Pradesh,East Nimar,2019,Q2,87794,538741,21.924402,76.600246
Central Region,Madhya Pradesh,Chhindwara,2019,Q2,192226,1236564,22.13983105,78.80964495
Central Region,Madhya Pradesh,Umaria,2019,Q2,36814,252403,23.64319305,80.94239522
Central Region,Madhya Pradesh,Mandla,2019,Q2,52317,300514,22.68536625,80.58150562
Central Region,Madhya Pradesh,Indore,2019,Q2,955207,7253934,22.7203616,75.8681996
Central Region,Madhya Pradesh,Shahdol,2019,Q2,80859,533248,23.3002343,81.364771
Central Region,Madhya Pradesh,Ratlam,2019,Q2,144931,880438,23.502187,74.95397841
Central Region,Madhya Pradesh,Panna,2019,Q2,44821,285489,24.5,80.25
Central Region,Madhya Pradesh,Chhatarpur,2019,Q2,110283,622161,24.75,79.75
Central Region,Madhya Pradesh,Morena,2019,Q3,148083,2558044,26.166667,77.5
Central Region,Madhya Pradesh,Alirajpur,2019,Q3,18270,257443,22.28593955,74.35389643
Central Region,Madhya Pradesh,Sehore,2019,Q3,187387,6080342,23.1156882,77.06623939
Central Region,Madhya Pradesh,Rajgarh,2019,Q3,136848,3338233,23.87167135,76.7748902
Central Region,Madhya Pradesh,Khargone,2019,Q3,141346,2690866,21.825599,75.614182
Central Region,Madhya Pradesh,Satna,2019,Q3,203019,3664411,24.5,81.0
Central Region,Madhya Pradesh,Narsinghpur,2019,Q3,120875,2274938,22.9467047,79.1980228
Central Region,Madhya Pradesh,Jabalpur,2019,Q3,380209,7606084,23.1608938,79.9497702
Central Region,Madhya Pradesh,Hoshangabad,2019,Q3,155059,2757837,22.6503147,77.7509281
Central Region,Madhya Pradesh,Vidisha,2019,Q3,144856,3295731,23.5225788,77.8148001
Central Region,Madhya Pradesh,Balaghat,2019,Q3,140473,2940988,21.966667,80.333333
Central Region,Madhya Pradesh,Singrauli,2019,Q3,128398,3202868,24.1974432,82.6661453
Central Region,Madhya Pradesh,Betul,2019,Q3,154313,2992371,21.8796162,77.87568125
Central Region,Madhya Pradesh,Sidhi,2019,Q3,70641,1355033,24.25,82.0
Central Region,Madhya Pradesh,Datia,2019,Q3,57230,935190,25.75,78.5
Central Region,Madhya Pradesh,Dewas,2019,Q3,198483,5008074,23.0,76.166667
Central Region,Madhya Pradesh,Sheopur,2019,Q3,35602,615351,25.6656611,76.6954843
Central Region,Madhya Pradesh,Neemuch,2019,Q3,93754,1784172,24.63055165,75.18297915
Central Region,Madhya Pradesh,Raisen,2019,Q3,146998,3523241,23.25,78.083333
Central Region,Madhya Pradesh,Mandsaur,2019,Q3,144312,2768886,24.2627979,75.38588023
Central Region,Madhya Pradesh,Barwani,2019,Q3,62370,1003282,22.0333621,74.8978374
Central Region,Madhya Pradesh,Katni,2019,Q3,103909,1770759,23.8339621,80.392456
Central Region,Madhya Pradesh,Dindori,2019,Q3,29957,660281,22.90736865,80.8851143
Central Region,Madhya Pradesh,Shivpuri,2019,Q3,99753,1753937,25.37524125,77.82811933
Central Region,Madhya Pradesh,Gwalior,2019,Q3,417846,8875564,26.2037247,78.1573628
Central Region,Madhya Pradesh,Anuppur,2019,Q3,62143,1313916,23.03525965,81.38844385
Central Region,Madhya Pradesh,Agar Malwa,2019,Q3,43676,1029333,23.9342963,76.14523314
Central Region,Madhya Pradesh,Ashoknagar,2019,Q3,55130,940189,24.576189,77.7302895
Central Region,Madhya Pradesh,Sagar,2019,Q3,243729,4741797,23.80961225,78.75911361
Central Region,Madhya Pradesh,Niwari,2019,Q3,24850,431904,25.368728,78.80943
Central Region,Madhya Pradesh,Rewa,2019,Q3,232367,4200296,24.756718,81.65493469
Central Region,Madhya Pradesh,Shajapur,2019,Q3,98393,2337301,23.37074105,76.62051527
Central Region,Madhya Pradesh,Ujjain,2019,Q3,280589,6334170,23.1885131,75.7716562
Central Region,Madhya Pradesh,Bhind,2019,Q3,123531,2077370,26.5,78.75
Central Region,Madhya Pradesh,Tikamgarh,2019,Q3,58461,1053442,24.85577805,79.04706347
Central Region,Madhya Pradesh,Seoni,2019,Q3,105476,2091333,22.2758789,79.72104465
Central Region,Madhya Pradesh,Harda,2019,Q3,54924,903997,22.3388828,77.0929933
Central Region,Madhya Pradesh,Burhanpur,2019,Q3,54323,843768,21.3118839,76.2291992
Central Region,Madhya Pradesh,Damoh,2019,Q3,78642,1332506,23.75,79.583333
Central Region,Madhya Pradesh,Bhopal,2019,Q3,846170,34013069,23.2584857,77.401989
Central Region,Madhya Pradesh,Jhabua,2019,Q3,39668,646506,22.88585225,74.72513369
Central Region,Madhya Pradesh,Dhar,2019,Q3,214712,4674725,22.5,75.25
Central Region,Madhya Pradesh,Guna,2019,Q3,129027,2417458,24.5,77.5
Central Region,Madhya Pradesh,East Nimar,2019,Q3,98963,1908947,21.924402,76.600246
Central Region,Madhya Pradesh,Chhindwara,2019,Q3,214945,4290764,22.13983105,78.80964495
Central Region,Madhya Pradesh,Umaria,2019,Q3,40677,837857,23.64319305,80.94239522
Central Region,Madhya Pradesh,Mandla,2019,Q3,59617,1003980,22.68536625,80.58150562
Central Region,Madhya Pradesh,Indore,2019,Q3,1071598,30899773,22.7203616,75.8681996
Central Region,Madhya Pradesh,Shahdol,2019,Q3,89794,1918937,23.3002343,81.364771
Central Region,Madhya Pradesh,Ratlam,2019,Q3,163826,3484646,23.502187,74.95397841
Central Region,Madhya Pradesh,Panna,2019,Q3,49989,873018,24.5,80.25
Central Region,Madhya Pradesh,Chhatarpur,2019,Q3,125453,2038452,24.75,79.75
Central Region,Madhya Pradesh,Morena,2019,Q4,167329,3159169,26.166667,77.5
Central Region,Madhya Pradesh,Alirajpur,2019,Q4,21450,346159,22.28593955,74.35389643
Central Region,Madhya Pradesh,Sehore,2019,Q4,208256,7562268,23.1156882,77.06623939
Central Region,Madhya Pradesh,Rajgarh,2019,Q4,154830,4313460,23.87167135,76.7748902
Central Region,Madhya Pradesh,Khargone,2019,Q4,160372,3603726,21.825599,75.614182
Central Region,Madhya Pradesh,Satna,2019,Q4,228680,4817447,24.5,81.0
Central Region,Madhya Pradesh,Narsinghpur,2019,Q4,134332,2841784,22.9467047,79.1980228
Central Region,Madhya Pradesh,Jabalpur,2019,Q4,422786,9017794,23.1608938,79.9497702
Central Region,Madhya Pradesh,Hoshangabad,2019,Q4,172206,3514682,22.6503147,77.7509281
Central Region,Madhya Pradesh,Vidisha,2019,Q4,165400,4073865,23.5225788,77.8148001
Central Region,Madhya Pradesh,Balaghat,2019,Q4,159937,3834727,21.966667,80.333333
Central Region,Madhya Pradesh,Singrauli,2019,Q4,142034,4135327,24.1974432,82.6661453
Central Region,Madhya Pradesh,Betul,2019,Q4,173691,3951316,21.8796162,77.87568125
Central Region,Madhya Pradesh,Sidhi,2019,Q4,80459,1795727,24.25,82.0
Central Region,Madhya Pradesh,Datia,2019,Q4,64135,1183175,25.75,78.5
Central Region,Madhya Pradesh,Dewas,2019,Q4,221533,6060885,23.0,76.166667
Central Region,Madhya Pradesh,Sheopur,2019,Q4,40736,796162,25.6656611,76.6954843
Central Region,Madhya Pradesh,Neemuch,2019,Q4,105842,2304046,24.63055165,75.18297915
Central Region,Madhya Pradesh,Raisen,2019,Q4,165108,4296565,23.25,78.083333
Central Region,Madhya Pradesh,Mandsaur,2019,Q4,164446,3663257,24.2627979,75.38588023
Central Region,Madhya Pradesh,Barwani,2019,Q4,72187,1344420,22.0333621,74.8978374
Central Region,Madhya Pradesh,Katni,2019,Q4,117834,2270464,23.8339621,80.392456
Central Region,Madhya Pradesh,Dindori,2019,Q4,34661,858945,22.90736865,80.8851143
Central Region,Madhya Pradesh,Shivpuri,2019,Q4,117138,2219390,25.37524125,77.82811933
Central Region,Madhya Pradesh,Gwalior,2019,Q4,461960,10738672,26.2037247,78.1573628
Central Region,Madhya Pradesh,Anuppur,2019,Q4,69666,1725717,23.03525965,81.38844385
Central Region,Madhya Pradesh,Agar Malwa,2019,Q4,49638,1299939,23.9342963,76.14523314
Central Region,Madhya Pradesh,Ashoknagar,2019,Q4,61984,1197370,24.576189,77.7302895
Central Region,Madhya Pradesh,Sagar,2019,Q4,272650,5872759,23.80961225,78.75911361
Central Region,Madhya Pradesh,Niwari,2019,Q4,27993,521308,25.368728,78.80943
Central Region,Madhya Pradesh,Rewa,2019,Q4,260351,5452304,24.756718,81.65493469
Central Region,Madhya Pradesh,Shajapur,2019,Q4,111387,2954931,23.37074105,76.62051527
Central Region,Madhya Pradesh,Ujjain,2019,Q4,314250,7706483,23.1885131,75.7716562
Central Region,Madhya Pradesh,Bhind,2019,Q4,140487,2609386,26.5,78.75
Central Region,Madhya Pradesh,Tikamgarh,2019,Q4,67015,1322633,24.85577805,79.04706347
Central Region,Madhya Pradesh,Seoni,2019,Q4,119177,2659804,22.2758789,79.72104465
Central Region,Madhya Pradesh,Harda,2019,Q4,61192,1185372,22.3388828,77.0929933
Central Region,Madhya Pradesh,Burhanpur,2019,Q4,62012,1107161,21.3118839,76.2291992
Central Region,Madhya Pradesh,Damoh,2019,Q4,88723,1655595,23.75,79.583333
Central Region,Madhya Pradesh,Bhopal,2019,Q4,926576,38780902,23.2584857,77.401989
Central Region,Madhya Pradesh,Jhabua,2019,Q4,45768,814254,22.88585225,74.72513369
Central Region,Madhya Pradesh,Dhar,2019,Q4,242108,6002521,22.5,75.25
Central Region,Madhya Pradesh,Guna,2019,Q4,150709,3020481,24.5,77.5
Central Region,Madhya Pradesh,East Nimar,2019,Q4,111341,2391157,21.924402,76.600246
Central Region,Madhya Pradesh,Chhindwara,2019,Q4,240962,5506331,22.13983105,78.80964495
Central Region,Madhya Pradesh,Umaria,2019,Q4,45879,1095825,23.64319305,80.94239522
Central Region,Madhya Pradesh,Mandla,2019,Q4,68825,1314703,22.68536625,80.58150562
Central Region,Madhya Pradesh,Indore,2019,Q4,1181500,38446764,22.7203616,75.8681996
Central Region,Madhya Pradesh,Shahdol,2019,Q4,101136,2465517,23.3002343,81.364771
Central Region,Madhya Pradesh,Ratlam,2019,Q4,183893,4312980,23.502187,74.95397841
Central Region,Madhya Pradesh,Panna,2019,Q4,57005,1158269,24.5,80.25
Central Region,Madhya Pradesh,Chhatarpur,2019,Q4,145672,2561078,24.75,79.75
Central Region,Madhya Pradesh,Morena,2020,Q1,187857,3837024,26.166667,77.5
Central Region,Madhya Pradesh,Alirajpur,2020,Q1,24827,436047,22.28593955,74.35389643
Central Region,Madhya Pradesh,Sehore,2020,Q1,228553,8068977,23.1156882,77.06623939
Central Region,Madhya Pradesh,Rajgarh,2020,Q1,174122,5166263,23.87167135,76.7748902
Central Region,Madhya Pradesh,Khargone,2020,Q1,180658,4246643,21.825599,75.614182
Central Region,Madhya Pradesh,Satna,2020,Q1,253988,5239450,24.5,81.0
