Region,State,District,Year,Quarter,Transaction_count,Transaction_amount,Latitude,Longitude
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2018,Q1,442,931663.0770939873,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2018,Q1,5688,12560249.34366581,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2018,Q1,528,1139848.801225994,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2018,Q2,825,1317863.0834906558,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2018,Q2,9395,23948235.51634325,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2018,Q2,1120,3072436.9081196385,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2018,Q3,1283,4901529.518499676,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2018,Q3,13511,44268112.46425246,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2018,Q3,1471,6387829.151558982,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2018,Q4,2137,7955635.917688001,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2018,Q4,20136,75411840.8018554,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2018,Q4,1485,7180859.354911782,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2019,Q1,3264,9561708.736298349,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2019,Q1,25683,85501972.38780196,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2019,Q1,1539,7236059.549389593,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2019,Q2,3371,8612103.137888122,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2019,Q2,28490,102530955.71341258,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2019,Q2,1828,9111650.82436246,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2019,Q3,4049,11481466.283356793,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2019,Q3,27421,91023888.32848613,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2019,Q3,2300,11566421.475451011,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2019,Q4,4716,13524056.784573946,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2019,Q4,27843,110930312.20611623,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2019,Q4,2600,12384161.52668771,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2020,Q1,5674,14697371.617857102,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2020,Q1,32713,134679396.90582755,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2020,Q1,2911,12099543.773590054,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2020,Q2,10979,22447714.061058953,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2020,Q2,48088,132855778.74838585,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2020,Q2,3895,14341508.60470232,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2020,Q3,16747,33486883.370425556,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2020,Q3,95323,282366109.20523936,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2020,Q3,5413,22166453.754695386,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2020,Q4,29349,68941322.38839513,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2020,Q4,186494,523122462.88302904,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2020,Q4,8688,35218871.04342849,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2021,Q1,27358,75027255.27919498,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2021,Q1,207092,669604045.1248703,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2021,Q1,10302,39075266.9856904,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2021,Q2,39200,90233388.79463302,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2021,Q2,286907,760893020.5704944,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2021,Q2,15307,48020606.74716837,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2021,Q3,46592,118254865.82750683,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2021,Q3,382418,1116789010.6459613,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2021,Q3,20754,74980519.3281361,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2021,Q4,53115,156486112.28732437,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2021,Q4,558571,1694794708.0093334,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2021,Q4,24437,81329281.0269996,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2022,Q1,60059,161624878.52274162,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2022,Q1,705512,1872991195.902684,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2022,Q1,29177,94414127.64974089,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2022,Q2,72573,195693167.78757268,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2022,Q2,954875,2357326563.362071,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2022,Q2,43769,132900618.93062323,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2022,Q3,79574,211581970.34202656,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2022,Q3,1455255,2967719400.849909,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2022,Q3,49550,131330400.94545083,7.0000167,93.81105282
Southern Region,Andaman and Nicobar Islands,North and Middle Andaman,2022,Q4,93297,241431284.3558103,12.61123865,92.83165406
Southern Region,Andaman and Nicobar Islands,South Andaman,2022,Q4,1835592,3600887266.099448,11.7232031,92.70111019
Southern Region,Andaman and Nicobar Islands,Nicobar,2022,Q4,58646,142355853.97352526,7.0000167,93.81105282
Southern Region,Andhra Pradesh,East Godavari,2018,Q1,943935,1235785515.5997267,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2018,Q1,458921,587778028.9183557,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2018,Q1,531612,676643237.8069417,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2018,Q1,420990,505783445.78162,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2018,Q1,1256469,1749966196.5049946,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2018,Q1,534757,748990775.8676485,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2018,Q1,638664,788830646.0324218,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2018,Q1,487333,681481931.0936775,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2018,Q1,577090,853547668.7532666,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2018,Q1,679623,764905298.7350456,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2018,Q1,830324,1009621878.0870512,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2018,Q1,815932,1108686589.0266829,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2018,Q1,863935,1284255179.6156201,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2018,Q2,1221677,2168914928.4239016,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2018,Q2,559868,929392017.3670053,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2018,Q2,780454,1542057934.0108962,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2018,Q2,529588,811711367.5080048,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2018,Q2,1641192,2987853607.2939095,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2018,Q2,739991,1571167562.1276276,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2018,Q2,937023,1690366079.0557928,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2018,Q2,690842,1415500367.6861844,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2018,Q2,786033,1688025212.3045945,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2018,Q2,968439,1531888665.6843233,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2018,Q2,1185723,1990419125.8937118,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2018,Q2,1088101,2108475811.7859967,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2018,Q2,1224987,2448141593.4919834,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2018,Q3,3226907,3551247095.307447,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2018,Q3,1073883,1318322236.598471,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2018,Q3,1308890,2215938596.185108,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2018,Q3,970132,1163546006.895916,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2018,Q3,3394576,4821892253.393524,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2018,Q3,1319651,2346453445.483843,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2018,Q3,1815215,2681787750.464165,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2018,Q3,1557444,2235904512.2542048,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2018,Q3,1431282,2309078492.8058147,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2018,Q3,2921189,2908389261.539773,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2018,Q3,2297429,3283517630.720593,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2018,Q3,1912529,3127764663.180438,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2018,Q3,2396934,3754202654.3844614,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2018,Q4,3052762,4652624623.436675,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2018,Q4,1252807,1870278609.504549,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2018,Q4,1814997,3293448556.9734454,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2018,Q4,1386787,1817673252.5417767,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2018,Q4,4791421,7366635864.849373,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2018,Q4,1692862,3255254226.03728,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2018,Q4,2286391,3975878156.329829,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2018,Q4,1732527,3252340063.2478595,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2018,Q4,1688482,3237504255.4632454,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2018,Q4,2508530,3626544852.4069242,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2018,Q4,3166201,4979093890.223491,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2018,Q4,2546620,4730251217.696959,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2018,Q4,2839161,5416251838.130407,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2019,Q1,5440146,7382264724.59952,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2019,Q1,2526855,3407912878.4152584,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2019,Q1,3333584,5161932216.216368,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2019,Q1,2798241,3364576948.299301,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2019,Q1,9690866,13459857440.552685,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2019,Q1,2931081,4807527779.215151,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2019,Q1,3891336,6044730653.191345,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2019,Q1,2852197,4915811593.896078,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2019,Q1,2829437,4623764455.47309,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2019,Q1,4193432,5541564892.509682,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2019,Q1,6486813,8223371732.233585,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2019,Q1,4846553,7765934169.404485,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2019,Q1,5443981,9061346433.072681,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2019,Q2,4699261,9116404622.47651,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2019,Q2,2019203,4066576539.936839,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2019,Q2,3141891,6880873007.4820595,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2019,Q2,2272320,4443041665.039663,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2019,Q2,11705738,20797479804.029076,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2019,Q2,2670529,6262396448.455349,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2019,Q2,3578836,7830782361.377665,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2019,Q2,2606284,6376856828.130632,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2019,Q2,2402074,5676818258.955046,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2019,Q2,3895824,7358285187.018034,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2019,Q2,5983308,10982727976.224325,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2019,Q2,5005275,10405246943.481495,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2019,Q2,6428472,13437029115.620754,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2019,Q3,6537303,11387726470.57774,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2019,Q3,2556296,4610131289.524039,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2019,Q3,4150195,8256600118.735449,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2019,Q3,2861581,4922069039.19216,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2019,Q3,16694947,26944837120.046288,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2019,Q3,3430750,7354502261.150911,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2019,Q3,4889720,9554081289.488277,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2019,Q3,3296586,7447544274.2117815,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2019,Q3,3179541,6627629029.01413,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2019,Q3,5139134,9025632779.412457,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2019,Q3,8201783,13837455758.755266,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2019,Q3,6942304,13075661264.188034,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2019,Q3,8408474,16404073560.500784,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2019,Q4,9285739,16816774065.301317,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2019,Q4,3712555,6832369301.879345,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2019,Q4,5877804,11786014089.194027,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2019,Q4,3998234,7175851807.068796,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2019,Q4,23594874,39133296330.044624,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2019,Q4,4865473,10604077824.801035,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2019,Q4,6764112,13887248889.064066,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2019,Q4,4793157,10865073855.730783,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2019,Q4,4596479,9710614747.20177,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2019,Q4,7001958,13233105728.54823,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2019,Q4,11246986,19298476027.875484,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2019,Q4,9761330,18565626418.035915,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2019,Q4,11719402,23039786404.04664,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2020,Q1,11346242,21854701379.428688,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2020,Q1,4835092,9777575594.177538,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2020,Q1,7430247,15387829694.446861,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2020,Q1,5042066,9879174240.920494,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2020,Q1,27115031,48809747614.678894,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2020,Q1,6318396,14169104764.526735,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2020,Q1,8466129,17864325752.82528,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2020,Q1,6031255,14059924636.819912,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2020,Q1,5919670,12995834340.716236,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2020,Q1,8246869,17022710311.813046,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2020,Q1,13257740,23441848567.344193,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2020,Q1,11493331,22992734620.64621,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2020,Q1,12175289,24481702770.71471,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2020,Q2,13130334,26319906327.32029,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2020,Q2,6425515,12153650076.875832,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2020,Q2,9454274,20665376460.772232,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2020,Q2,6690313,12819344389.545382,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2020,Q2,25300401,48293889917.41437,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2020,Q2,8844580,19846026726.904335,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2020,Q2,10473739,22094006659.412506,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2020,Q2,8033609,19597207268.132023,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2020,Q2,7273096,16585866855.159784,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2020,Q2,9821381,22419372061.805172,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2020,Q2,14848197,27361300300.01902,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2020,Q2,12308707,27463593607.839108,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2020,Q2,12313709,26964149095.366295,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2020,Q3,17972431,39300043804.75851,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2020,Q3,8286289,18029574581.337425,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2020,Q3,16468209,39128324534.03022,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2020,Q3,8236703,17567816576.501263,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2020,Q3,34421299,67628440368.111465,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2020,Q3,12266310,31221704852.44969,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2020,Q3,14447683,34102037972.65785,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2020,Q3,11934653,32037007334.12973,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2020,Q3,10412351,25408608725.754295,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2020,Q3,13243292,32529351107.17173,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2020,Q3,20501863,42811566246.16463,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2020,Q3,17601395,42531195809.75448,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2020,Q3,19110457,44788458672.084435,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2020,Q4,25989490,58732615663.118416,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2020,Q4,11092184,25222520275.27882,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2020,Q4,20934374,49115443663.37911,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2020,Q4,10580824,24094847668.445065,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2020,Q4,46551467,91879823025.40399,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2020,Q4,16176867,41852443493.515396,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2020,Q4,20996384,49732610814.26222,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2020,Q4,15676878,42572974713.44026,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2020,Q4,15674762,40310975762.603455,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2020,Q4,18737323,44718203115.22612,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2020,Q4,29590411,61505711149.79541,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2020,Q4,26136538,60641872021.25432,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2020,Q4,27981050,64461504667.60723,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2021,Q1,26190701,60027984987.96951,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2021,Q1,11160473,26486623313.092724,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2021,Q1,22541428,52210333201.53073,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2021,Q1,10514582,24153782497.243248,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2021,Q1,48248923,95308386037.84721,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2021,Q1,15175395,41396223622.174774,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2021,Q1,20102957,48353870395.01808,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2021,Q1,15374473,42570919448.50447,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2021,Q1,16015685,42124030669.36126,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2021,Q1,17918524,44941629659.56964,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2021,Q1,29342609,60947491846.66089,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2021,Q1,27445045,64207987853.108406,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2021,Q1,29717175,69715406644.53485,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2021,Q2,31717908,74604325863.66068,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2021,Q2,13546232,32298129544.540867,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2021,Q2,30290406,72283071757.09679,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2021,Q2,12689494,29140685236.830723,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2021,Q2,54390299,114439012713.35336,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2021,Q2,19944047,54535328043.04135,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2021,Q2,25123346,60987487571.279915,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2021,Q2,18457361,52523527031.02132,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2021,Q2,20950964,57233116236.18796,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2021,Q2,21972396,56659287474.995804,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2021,Q2,34344902,73654690122.43158,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2021,Q2,32968819,82356914463.83287,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2021,Q2,36370960,90021923049.96454,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2021,Q3,39572714,89380370072.7078,16.99842865,81.71561488
Southern Region,Andhra Pradesh,Srikakulam,2021,Q3,15639768,34836400769.876816,18.32002205,83.9160772
Southern Region,Andhra Pradesh,Nellore,2021,Q3,34411958,77839676988.30869,14.4493717,79.9873763
Southern Region,Andhra Pradesh,Vizianagaram,2021,Q3,14510005,31383541628.212524,18.1120819,83.40521962
Southern Region,Andhra Pradesh,Visakhapatnam,2021,Q3,69220981,136945652159.26515,17.7231276,83.3012842
Southern Region,Andhra Pradesh,Prakasam,2021,Q3,24116580,63367713446.928055,15.6589741,79.47164373
Southern Region,Andhra Pradesh,Anantapur,2021,Q3,30366444,70291248155.64975,14.6546235,77.55625984
Southern Region,Andhra Pradesh,YSR Kadapa,2021,Q3,22439316,60683557724.652336,14.6919995,78.65883805
Southern Region,Andhra Pradesh,West Godavari,2021,Q3,26245039,66647238455.1675,16.63713765,81.58909666
Southern Region,Andhra Pradesh,Kurnool,2021,Q3,26377809,62527453761.59807,15.8309251,78.0425373
Southern Region,Andhra Pradesh,Chittoor,2021,Q3,42628568,89371931753.04831,13.1601048,79.15555062
Southern Region,Andhra Pradesh,Guntur,2021,Q3,41675093,96525353090.12305,16.2915189,80.4541588
Southern Region,Andhra Pradesh,Krishna,2021,Q3,44828275,104417897558.58972,16.21399145,81.02572814
Southern Region,Andhra Pradesh,East Godavari,2021,Q4,48992531,106725597026.00356,16.99842865,81.71561488
