Region,State,District,Year,Quarter,Transaction_count,Transaction_amount,Latitude,Longitude
Northern Region,Jammu and Kashmir,Anantnag,2018,Q2,70838,43529509.03427214,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2018,Q2,28772,49999669.795696385,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Muzaffarabad,2018,Q3,211,581878.7760569004,34.354863,73.47684
Northern Region,Jammu and Kashmir,Doda,2018,Q3,12645,34027590.92391601,33.1449112,75.5473969
Northern Region,Jammu and Kashmir,Samba,2018,Q3,28728,62913580.60213567,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Mirpur,2018,Q3,2789,7804797.778845614,33.588408,74.050688
Northern Region,Jammu and Kashmir,Srinagar,2018,Q3,154314,270405876.71132636,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2018,Q3,210619,195960360.05707502,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2018,Q3,145123,376452715.050717,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Ganderbal,2018,Q3,52136,55650497.72050136,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2018,Q3,37014,92258254.83476219,33.0,75.166667
Northern Region,Jammu and Kashmir,Bandipore,2018,Q3,87129,60815662.86494814,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Reasi,2018,Q3,16409,42269613.56023088,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Shopian,2018,Q3,8156,13724387.244946066,33.718807,74.8333311
Northern Region,Jammu and Kashmir,Poonch,2018,Q3,1189512,2093062576.1870332,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Kathua,2018,Q3,35991,65729742.878893405,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kishtwar,2018,Q3,5911,14394238.733370475,33.2761171,75.81692388
Northern Region,Jammu and Kashmir,Pulwama,2018,Q3,65491,93861999.52986418,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ramban,2018,Q3,13585,31095426.6143336,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Rajouri,2018,Q3,25458,73897455.39817372,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Kulgam,2018,Q3,36648,38482884.37476657,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Budgam,2018,Q3,74691,120545227.15939456,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2018,Q3,69967,95642801.11475597,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2018,Q3,31434,95123431.34163423,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Muzaffarabad,2018,Q4,267,1159496.382415084,34.354863,73.47684
Northern Region,Jammu and Kashmir,Doda,2018,Q4,16990,50665168.801815644,33.1449112,75.5473969
Northern Region,Jammu and Kashmir,Samba,2018,Q4,43623,110909698.34958589,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Mirpur,2018,Q4,4525,17198501.877917536,33.588408,74.050688
Northern Region,Jammu and Kashmir,Srinagar,2018,Q4,144970,329216330.48735344,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2018,Q4,109702,212164676.56823462,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2018,Q4,226829,670989049.2596997,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Ganderbal,2018,Q4,28646,51463841.198077515,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2018,Q4,50056,158443928.52744907,33.0,75.166667
Northern Region,Jammu and Kashmir,Bandipore,2018,Q4,27073,56020937.99422079,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Reasi,2018,Q4,21464,57918446.21121466,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Shopian,2018,Q4,11706,27856762.58382556,33.718807,74.8333311
Northern Region,Jammu and Kashmir,Poonch,2018,Q4,1642053,2992752160.889104,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Kathua,2018,Q4,50640,115344936.11363688,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kishtwar,2018,Q4,6978,22848654.263971046,33.2761171,75.81692388
Northern Region,Jammu and Kashmir,Pulwama,2018,Q4,43706,109777843.14790586,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ramban,2018,Q4,18133,52646196.621844925,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Rajouri,2018,Q4,39629,132340219.58698925,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Kulgam,2018,Q4,32550,53586270.06020345,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Budgam,2018,Q4,75940,175490225.93721515,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2018,Q4,79193,110778790.88365649,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2018,Q4,46637,155148129.95113623,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Muzaffarabad,2019,Q1,309,802634.3065277553,34.354863,73.47684
Northern Region,Jammu and Kashmir,Doda,2019,Q1,19704,52638941.01283811,33.1449112,75.5473969
Northern Region,Jammu and Kashmir,Samba,2019,Q1,51437,119636659.29644221,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Mirpur,2019,Q1,4690,17006249.140305094,33.588408,74.050688
Northern Region,Jammu and Kashmir,Srinagar,2019,Q1,310516,595281412.755115,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2019,Q1,164873,235373167.04939288,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2019,Q1,336553,880021398.3075252,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Ganderbal,2019,Q1,44270,53435135.4465961,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2019,Q1,61146,165236170.74876732,33.0,75.166667
Northern Region,Jammu and Kashmir,Bandipore,2019,Q1,41790,57896061.76627199,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Reasi,2019,Q1,27880,66524100.007024944,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Shopian,2019,Q1,18043,29280786.002076503,33.718807,74.8333311
Northern Region,Jammu and Kashmir,Poonch,2019,Q1,1923655,2702486522.9746447,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Kathua,2019,Q1,65843,123437204.57869422,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kishtwar,2019,Q1,8801,24577316.528928503,33.2761171,75.81692388
Northern Region,Jammu and Kashmir,Pulwama,2019,Q1,73558,128624249.28698528,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ramban,2019,Q1,21258,51349078.85543774,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Rajouri,2019,Q1,45577,133203926.99960737,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Kulgam,2019,Q1,64816,58528128.30016053,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Budgam,2019,Q1,141988,182507224.81175336,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2019,Q1,92467,115882661.62980533,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2019,Q1,65813,158106446.71607158,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Muzaffarabad,2019,Q2,358,1356184.7873196776,34.354863,73.47684
Northern Region,Jammu and Kashmir,Doda,2019,Q2,25374,74037772.87435512,33.1449112,75.5473969
Northern Region,Jammu and Kashmir,Samba,2019,Q2,54413,142027333.5175769,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Mirpur,2019,Q2,5820,25540990.107606493,33.588408,74.050688
Northern Region,Jammu and Kashmir,Srinagar,2019,Q2,721517,1997435095.3858333,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2019,Q2,150503,324305667.3040718,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2019,Q2,532412,1521238563.9344492,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Ganderbal,2019,Q2,42072,87050223.77363622,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2019,Q2,70405,212612443.68697757,33.0,75.166667
Northern Region,Jammu and Kashmir,Bandipore,2019,Q2,41227,86691218.6373212,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Reasi,2019,Q2,35425,91038294.73353264,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Shopian,2019,Q2,19607,47839036.06601636,33.718807,74.8333311
Northern Region,Jammu and Kashmir,Poonch,2019,Q2,38370,120247830.87705097,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Kathua,2019,Q2,62989,140667309.65092766,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kishtwar,2019,Q2,13465,36238981.23104668,33.2761171,75.81692388
Northern Region,Jammu and Kashmir,Pulwama,2019,Q2,72486,192069086.39596564,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ramban,2019,Q2,32101,87397686.35956638,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Rajouri,2019,Q2,59741,189339489.0274282,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Kulgam,2019,Q2,47276,70172206.0431724,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Budgam,2019,Q2,118107,244724342.9971184,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2019,Q2,76968,176892916.91069663,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2019,Q2,75719,231219527.26181516,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Muzaffarabad,2019,Q3,289,878367.6864000999,34.354863,73.47684
Northern Region,Jammu and Kashmir,Doda,2019,Q3,13665,39001610.496151924,33.1449112,75.5473969
Northern Region,Jammu and Kashmir,Samba,2019,Q3,32337,83363005.10981622,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Mirpur,2019,Q3,3501,11882521.929194864,33.588408,74.050688
Northern Region,Jammu and Kashmir,Srinagar,2019,Q3,329195,1391918063.9301224,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2019,Q3,55226,164311812.1144624,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2019,Q3,275239,885413982.5256196,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Ganderbal,2019,Q3,20047,58009547.84811531,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2019,Q3,43153,135163022.78214857,33.0,75.166667
Northern Region,Jammu and Kashmir,Bandipore,2019,Q3,15986,42396418.66176845,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Reasi,2019,Q3,22807,59225448.98924215,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Shopian,2019,Q3,7786,16229882.153781377,33.718807,74.8333311
Northern Region,Jammu and Kashmir,Poonch,2019,Q3,23270,75145778.40317626,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Kathua,2019,Q3,42083,90084615.95369668,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kishtwar,2019,Q3,7443,21173636.241557535,33.2761171,75.81692388
Northern Region,Jammu and Kashmir,Pulwama,2019,Q3,33089,104266797.68078922,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ramban,2019,Q3,23615,69645588.74289,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Rajouri,2019,Q3,34386,112169651.6625633,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Kulgam,2019,Q3,17217,33851231.999382496,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Budgam,2019,Q3,41566,114191268.29962389,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2019,Q3,39325,117282515.54028721,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2019,Q3,35301,118625723.03167562,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Muzaffarabad,2019,Q4,13,33490.7377982426,34.354863,73.47684
Northern Region,Jammu and Kashmir,Doda,2019,Q4,2864,13087031.76313566,33.1449112,75.5473969
Northern Region,Jammu and Kashmir,Samba,2019,Q4,14817,53713327.351715714,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Mirpur,2019,Q4,642,3841256.042835106,33.588408,74.050688
Northern Region,Jammu and Kashmir,Srinagar,2019,Q4,117133,474222741.4546555,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2019,Q4,8345,30863315.57342449,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2019,Q4,231238,928579096.2076488,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Ganderbal,2019,Q4,834,4743500.871029498,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2019,Q4,22103,91344412.2796205,33.0,75.166667
Northern Region,Jammu and Kashmir,Bandipore,2019,Q4,300,1680075.8498654477,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Reasi,2019,Q4,12986,43788337.944249794,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Shopian,2019,Q4,285,648555.5507799082,33.718807,74.8333311
Northern Region,Jammu and Kashmir,Poonch,2019,Q4,10130,37926598.592978455,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Kathua,2019,Q4,28288,83151146.69576254,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kishtwar,2019,Q4,2057,9695993.464283273,33.2761171,75.81692388
Northern Region,Jammu and Kashmir,Pulwama,2019,Q4,1473,9185346.443124529,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ramban,2019,Q4,14088,49372161.637940705,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Rajouri,2019,Q4,15973,65942824.07004503,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Kulgam,2019,Q4,211,982047.0576332739,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Budgam,2019,Q4,2351,11629862.550543789,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2019,Q4,3109,11464594.84393266,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2019,Q4,688,3800280.8395930566,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Muzaffarabad,2020,Q1,112,436693.6274538382,34.354863,73.47684
Northern Region,Jammu and Kashmir,Doda,2020,Q1,14126,38583563.327599555,33.1449112,75.5473969
Northern Region,Jammu and Kashmir,Samba,2020,Q1,32933,90185246.2200037,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Mirpur,2020,Q1,3104,11580819.24606758,33.588408,74.050688
Northern Region,Jammu and Kashmir,Srinagar,2020,Q1,127979,474473029.57881373,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2020,Q1,38477,102651433.96810117,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2020,Q1,363150,1275561405.7653875,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Ganderbal,2020,Q1,10813,28214462.840443924,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2020,Q1,45339,137536252.00526458,33.0,75.166667
Northern Region,Jammu and Kashmir,Bandipore,2020,Q1,10311,27789837.54150642,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Reasi,2020,Q1,24431,69003941.03140756,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Shopian,2020,Q1,7878,18157391.903722018,33.718807,74.8333311
Northern Region,Jammu and Kashmir,Poonch,2020,Q1,16709,52760138.965863004,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Kathua,2020,Q1,48120,107171478.55933961,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kishtwar,2020,Q1,9710,27259898.028504793,33.2761171,75.81692388
Northern Region,Jammu and Kashmir,Pulwama,2020,Q1,26598,76212175.43966158,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ramban,2020,Q1,12796,34487947.978801765,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Rajouri,2020,Q1,28561,88475364.88892928,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Kulgam,2020,Q1,12394,24289856.01002881,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Budgam,2020,Q1,32991,95338551.22633348,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2020,Q1,25741,70085624.44047819,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2020,Q1,29357,87388063.94032452,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Muzaffarabad,2020,Q2,656,2880433.662297405,34.354863,73.47684
Northern Region,Jammu and Kashmir,Doda,2020,Q2,57928,135990634.9908951,33.1449112,75.5473969
Northern Region,Jammu and Kashmir,Samba,2020,Q2,92336,202733580.03466016,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Mirpur,2020,Q2,14046,44622104.6311252,33.588408,74.050688
Northern Region,Jammu and Kashmir,Srinagar,2020,Q2,440808,1810806888.436264,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2020,Q2,139478,414666518.8451662,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2020,Q2,819252,2746977181.9002085,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Ganderbal,2020,Q2,36483,106190105.59913673,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2020,Q2,127419,319173115.28145945,33.0,75.166667
Northern Region,Jammu and Kashmir,Bandipore,2020,Q2,36152,102723529.86849661,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Reasi,2020,Q2,49746,106410135.68047369,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Shopian,2020,Q2,24785,66217970.77443329,33.718807,74.8333311
Northern Region,Jammu and Kashmir,Poonch,2020,Q2,65969,192100840.0578707,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Kathua,2020,Q2,114835,227977779.90759313,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kishtwar,2020,Q2,29206,75514041.19893728,33.2761171,75.81692388
Northern Region,Jammu and Kashmir,Pulwama,2020,Q2,85402,271480260.94137585,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ramban,2020,Q2,39854,102642842.42209667,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Rajouri,2020,Q2,104655,305656997.14551216,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Kulgam,2020,Q2,42870,100175288.12866533,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Budgam,2020,Q2,112970,331830464.6882304,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2020,Q2,85384,239711526.255058,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2020,Q2,114772,359166698.8086049,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Muzaffarabad,2020,Q3,1572,5773809.286486714,34.354863,73.47684
Northern Region,Jammu and Kashmir,Doda,2020,Q3,68744,173984872.11111727,33.1449112,75.5473969
Northern Region,Jammu and Kashmir,Samba,2020,Q3,113571,309268006.2905833,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Mirpur,2020,Q3,15019,54072783.391636506,33.588408,74.050688
Northern Region,Jammu and Kashmir,Srinagar,2020,Q3,461915,1879035426.896187,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2020,Q3,183583,580425624.3604748,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2020,Q3,1266667,4876922229.442625,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Ganderbal,2020,Q3,50743,155780382.9954802,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2020,Q3,154296,445180791.5536319,33.0,75.166667
Northern Region,Jammu and Kashmir,Bandipore,2020,Q3,48450,147013052.43061084,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Reasi,2020,Q3,56486,135099068.4405353,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Shopian,2020,Q3,34708,101326986.58238825,33.718807,74.8333311
Northern Region,Jammu and Kashmir,Poonch,2020,Q3,76518,263707934.54872236,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Kathua,2020,Q3,126283,311678208.3628339,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kishtwar,2020,Q3,31188,83180064.56537089,33.2761171,75.81692388
Northern Region,Jammu and Kashmir,Pulwama,2020,Q3,114833,372238070.397479,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ramban,2020,Q3,45879,125848917.44620399,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Rajouri,2020,Q3,125973,413621357.5955142,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Kulgam,2020,Q3,55854,145784144.81867468,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Budgam,2020,Q3,148225,477023512.9076569,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2020,Q3,128022,403569858.30771744,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2020,Q3,157369,516694658.1405349,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Muzaffarabad,2020,Q4,2190,8320762.641519774,34.354863,73.47684
Northern Region,Jammu and Kashmir,Doda,2020,Q4,101107,228886606.7496394,33.1449112,75.5473969
Northern Region,Jammu and Kashmir,Samba,2020,Q4,192767,485508786.5685181,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Mirpur,2020,Q4,22039,79706376.63871619,33.588408,74.050688
Northern Region,Jammu and Kashmir,Srinagar,2020,Q4,731076,2177635781.644431,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2020,Q4,412433,862594987.5778542,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2020,Q4,1776840,5696308275.135366,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Ganderbal,2020,Q4,92285,201135628.2568581,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2020,Q4,248906,646828971.36521,33.0,75.166667
Northern Region,Jammu and Kashmir,Bandipore,2020,Q4,106767,229201197.19575912,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Reasi,2020,Q4,100618,229255669.2348591,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Shopian,2020,Q4,71983,161658443.40664437,33.718807,74.8333311
Northern Region,Jammu and Kashmir,Poonch,2020,Q4,117245,342505124.4352001,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Kathua,2020,Q4,226360,463045666.1261914,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kishtwar,2020,Q4,51330,107185861.51281238,33.2761171,75.81692388
Northern Region,Jammu and Kashmir,Pulwama,2020,Q4,219731,551823991.7884358,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ramban,2020,Q4,78367,192684246.34585124,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Rajouri,2020,Q4,196713,567890456.5176737,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Kulgam,2020,Q4,124253,220794472.45019814,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Budgam,2020,Q4,295461,692267475.7911439,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2020,Q4,282499,514346950.9515931,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2020,Q4,303474,721320071.0437154,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Muzaffarabad,2021,Q1,1760,7018769.97680518,34.354863,73.47684
Northern Region,Jammu and Kashmir,Doda,2021,Q1,93540,197962516.58644903,33.1449112,75.5473969
Northern Region,Jammu and Kashmir,Samba,2021,Q1,201873,489544571.0195805,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Mirpur,2021,Q1,19836,76641365.50414479,33.588408,74.050688
Northern Region,Jammu and Kashmir,Srinagar,2021,Q1,1027161,2568956545.4611216,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2021,Q1,410535,785025036.8822093,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2021,Q1,2651223,7421535965.773878,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Ganderbal,2021,Q1,90691,163957078.62440437,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2021,Q1,253788,659211752.0750571,33.0,75.166667
Northern Region,Jammu and Kashmir,Bandipore,2021,Q1,110105,212281960.49428704,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Reasi,2021,Q1,129459,310187729.6204411,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Shopian,2021,Q1,72084,140201587.32333398,33.718807,74.8333311
Northern Region,Jammu and Kashmir,Poonch,2021,Q1,103668,299466026.8590725,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Kathua,2021,Q1,245017,476737690.8982123,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kishtwar,2021,Q1,51696,119471258.11255996,33.2761171,75.81692388
Northern Region,Jammu and Kashmir,Pulwama,2021,Q1,230547,506298792.83870804,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ramban,2021,Q1,79917,198841833.51555723,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Rajouri,2021,Q1,185784,544732582.9070423,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Kulgam,2021,Q1,118926,178549172.9397456,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Budgam,2021,Q1,314969,629196655.3946896,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2021,Q1,317577,500687365.6142787,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2021,Q1,287414,651843634.7301381,34.6110236,74.23847867
Northern Region,Jammu and Kashmir,Muzaffarabad,2021,Q2,3148,10753997.018016852,34.354863,73.47684
Northern Region,Jammu and Kashmir,Doda,2021,Q2,140197,278351055.12039316,33.1449112,75.5473969
Northern Region,Jammu and Kashmir,Samba,2021,Q2,272944,627782719.5376384,32.57591175,75.12034456
Northern Region,Jammu and Kashmir,Mirpur,2021,Q2,27536,100332260.09541795,33.588408,74.050688
Northern Region,Jammu and Kashmir,Srinagar,2021,Q2,1529261,3491629169.891506,34.0747444,74.8204443
Northern Region,Jammu and Kashmir,Baramulla,2021,Q2,558737,966623715.8159674,34.20500565,74.36221081
Northern Region,Jammu and Kashmir,Jammu,2021,Q2,3793205,10159766998.570372,32.7185614,74.8580917
Northern Region,Jammu and Kashmir,Ganderbal,2021,Q2,140457,232925318.179365,34.19276305,74.77001573
Northern Region,Jammu and Kashmir,Udhampur,2021,Q2,361814,841569039.9908626,33.0,75.166667
Northern Region,Jammu and Kashmir,Bandipore,2021,Q2,160002,285432318.8981966,34.4563234,74.68249998
Northern Region,Jammu and Kashmir,Reasi,2021,Q2,155375,315743621.2957236,33.06910315,74.83786982
Northern Region,Jammu and Kashmir,Shopian,2021,Q2,103178,162612796.33491415,33.718807,74.8333311
Northern Region,Jammu and Kashmir,Poonch,2021,Q2,155606,414593947.4794037,33.7670004,74.0957143
Northern Region,Jammu and Kashmir,Kathua,2021,Q2,329534,635043868.1523829,32.4288215,75.56286458
Northern Region,Jammu and Kashmir,Kishtwar,2021,Q2,76391,153411579.98716158,33.2761171,75.81692388
Northern Region,Jammu and Kashmir,Pulwama,2021,Q2,332326,632761432.1392006,33.8756947,74.9003129
Northern Region,Jammu and Kashmir,Ramban,2021,Q2,117866,253971901.63214535,33.2116371,75.20509891
Northern Region,Jammu and Kashmir,Rajouri,2021,Q2,239185,634121152.0877542,33.3772495,74.3132332
Northern Region,Jammu and Kashmir,Kulgam,2021,Q2,192379,256728224.91522247,33.66980055,75.01480232
Northern Region,Jammu and Kashmir,Budgam,2021,Q2,450138,822332973.9248707,33.9098746,74.62703567
Northern Region,Jammu and Kashmir,Anantnag,2021,Q2,479956,717788809.3041894,33.7368773,75.1455138
Northern Region,Jammu and Kashmir,Kupwara,2021,Q2,408584,819478528.2209682,34.6110236,74.23847867
